1308812993.499	-0.517578125	0.140625	0.076171875
1308812993.508	-0.505859375	0.154296875	-0.025390625
1308812993.518	-0.548828125	0.1328125	-0.060546875
1308812993.529	-0.533203125	0.05859375	0.06640625
1308812993.538	-0.552734375	0.087890625	0.060546875
1308812993.548	-0.53125	0.13671875	0.005859375
1308812993.558	-0.55859375	0.115234375	-0.048828125
1308812993.568	-0.580078125	0.2109375	0.09375
1308812993.578	-2.197265625	3.525390625	1.03125
1308812993.588	-5.3203125	0.185546875	0.322265625
1308812993.598	-0.052734375	0.16015625	-0.017578125
1308812993.608	-1.166015625	0.798828125	0.505859375
1308812993.618	-0.94140625	0.52734375	-0.57421875
1308812993.628	0.404296875	-0.197265625	-0.5625
1308812993.638	-0.765625	0.291015625	-0.1171875
1308812993.649	-0.091796875	0.396484375	0.357421875
1308812993.658	-0.376953125	-0.181640625	-0.037109375
1308812993.668	-0.548828125	0.029296875	-0.16796875
1308812993.678	-0.41015625	-0.052734375	-0.068359375
1308812993.688	-0.51953125	0.2109375	0.02734375
1308812993.698	-0.611328125	0.205078125	0.322265625
1308812993.709	-0.625	0.572265625	0.001953125
1308812993.718	-1.146484375	0.455078125	0.044921875
1308812993.728	-1.375	0.1171875	0.001953125
1308812993.738	-1.412109375	0.251953125	0.0234375
1308812993.748	-0.751953125	0.240234375	0.07421875
1308812993.758	-0.65234375	0.228515625	-0.03125
1308812993.769	-0.3515625	0.146484375	-0.017578125
1308812993.778	-0.51171875	0.259765625	-0.04296875
1308812993.787	-0.6875	0.203125	0.134765625
1308812993.798	-0.662109375	0.21484375	0.064453125
1308812993.808	-0.865234375	0.234375	0.0625
1308812993.818	-0.888671875	0.244140625	0.056640625
1308812993.829	-0.779296875	0.208984375	0.037109375
1308812993.838	-0.73828125	0.23046875	0.029296875
1308812993.848	-0.712890625	0.201171875	0.025390625
1308812993.858	-0.72265625	0.208984375	0.01953125
1308812993.868	-0.76171875	0.232421875	0.021484375
1308812993.878	-0.744140625	0.212890625	0.0234375
1308812993.889	-0.7265625	0.22265625	0.033203125
1308812993.898	-0.703125	0.201171875	0.0234375
1308812993.908	-0.7578125	0.21875	0.03515625
1308812993.918	-0.748046875	0.216796875	0.041015625
1308812993.928	-0.70703125	0.220703125	0.017578125
1308812993.938	-0.72265625	0.203125	0.048828125
1308812993.949	-0.76953125	0.2265625	0.017578125
1308812993.958	-0.755859375	0.19921875	0.033203125
1308812993.968	-0.703125	0.2265625	0.02734375
1308812993.978	-0.716796875	0.2265625	0.044921875
1308812993.988	-0.751953125	0.236328125	0.041015625
1308812993.998	-0.744140625	0.21484375	0.03125
1308812994.009	-0.72265625	0.232421875	0.0390625
1308812994.018	-0.748046875	0.22265625	0.025390625
1308812994.030	-0.740234375	0.232421875	0.046875
1308812994.037	-0.71484375	0.21875	0.0234375
1308812994.048	-0.716796875	0.2109375	0.041015625
1308812994.058	-0.7734375	0.21875	0.048828125
1308812994.068	-0.732421875	0.21484375	0.044921875
1308812994.078	-0.72265625	0.2109375	0.041015625
1308812994.088	-0.72265625	0.220703125	0.033203125
1308812994.098	-0.73046875	0.216796875	0.03125
1308812994.108	-0.720703125	0.208984375	0.033203125
1308812994.118	-0.740234375	0.23046875	0.04296875
1308812994.129	-0.767578125	0.228515625	0.029296875
1308812994.137	-0.75	0.220703125	0.048828125
1308812994.148	-0.720703125	0.236328125	0.052734375
1308812994.158	-0.77734375	0.23828125	0.025390625
1308812994.168	-0.767578125	0.25	0.046875
1308812994.178	-0.78515625	0.275390625	0.05859375
1308812994.189	-0.8125	0.33984375	0.037109375
1308812994.198	-0.85546875	0.4375	-0.04296875
1308812994.208	-0.873046875	0.357421875	-0.01953125
1308812994.218	-0.923828125	0.32421875	0.044921875
1308812994.228	-0.9375	0.30078125	-0.005859375
1308812994.238	-0.92578125	0.259765625	-0.021484375
1308812994.248	-0.90234375	0.2578125	0.06640625
